#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,71,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_guest_nice,cpu,cpu6,phoenix
,,71,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_guest_nice,cpu,cpu6,phoenix
,,72,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,87.52495009981683,usage_idle,cpu,cpu6,phoenix
,,72,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,88.37675350701498,usage_idle,cpu,cpu6,phoenix
,,72,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,88.29999999998321,usage_idle,cpu,cpu6,phoenix
,,72,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,83.75378405651165,usage_idle,cpu,cpu6,phoenix
,,72,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,79.6370967742039,usage_idle,cpu,cpu6,phoenix
,,72,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,94.41674975074413,usage_idle,cpu,cpu6,phoenix
,,73,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0.09980039920160845,usage_iowait,cpu,cpu6,phoenix
,,73,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0.20040080160321092,usage_iowait,cpu,cpu6,phoenix
,,73,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0.09999999999997967,usage_iowait,cpu,cpu6,phoenix
,,73,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0.10090817356205786,usage_iowait,cpu,cpu6,phoenix
,,73,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0.30241935483877436,usage_iowait,cpu,cpu6,phoenix
,,73,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0.09970089730806714,usage_iowait,cpu,cpu6,phoenix
,,74,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_irq,cpu,cpu6,phoenix
,,74,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,usage_irq,cpu,cpu6,phoenix
,,74,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_irq,cpu,cpu6,phoenix
,,74,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_irq,cpu,cpu6,phoenix
,,74,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_irq,cpu,cpu6,phoenix
,,74,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_irq,cpu,cpu6,phoenix
,,75,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,1.397205588822536,usage_nice,cpu,cpu6,phoenix
,,75,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0.4008016032064396,usage_nice,cpu,cpu6,phoenix
,,75,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,1.0999999999997943,usage_nice,cpu,cpu6,phoenix
,,75,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0.5045408678103072,usage_nice,cpu,cpu6,phoenix
,,75,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0.9072580645162873,usage_nice,cpu,cpu6,phoenix
,,75,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0.9970089730806891,usage_nice,cpu,cpu6,phoenix
,,76,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_softirq,cpu,cpu6,phoenix
,,76,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,usage_softirq,cpu,cpu6,phoenix
,,76,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_softirq,cpu,cpu6,phoenix
,,76,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_softirq,cpu,cpu6,phoenix
,,76,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_softirq,cpu,cpu6,phoenix
,,76,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0.09970089730806714,usage_softirq,cpu,cpu6,phoenix
,,77,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_steal,cpu,cpu6,phoenix
,,77,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,usage_steal,cpu,cpu6,phoenix
,,77,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_steal,cpu,cpu6,phoenix
,,77,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_steal,cpu,cpu6,phoenix
,,77,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_steal,cpu,cpu6,phoenix
,,77,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_steal,cpu,cpu6,phoenix
,,78,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,4.191616766467803,usage_system,cpu,cpu6,phoenix
,,78,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,2.7054108216432224,usage_system,cpu,cpu6,phoenix
,,78,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,2.899999999999677,usage_system,cpu,cpu6,phoenix
,,78,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,4.036326942482171,usage_system,cpu,cpu6,phoenix
,,78,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,4.536290322581329,usage_system,cpu,cpu6,phoenix
,,78,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,1.2961116650048552,usage_system,cpu,cpu6,phoenix
,,79,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,6.786427145710155,usage_user,cpu,cpu6,phoenix
,,79,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,8.316633266532701,usage_user,cpu,cpu6,phoenix
,,79,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,7.599999999998527,usage_user,cpu,cpu6,phoenix
,,79,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,11.60443995963782,usage_user,cpu,cpu6,phoenix
,,79,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,14.616935483873998,usage_user,cpu,cpu6,phoenix
,,79,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,3.0907278165496033,usage_user,cpu,cpu6,phoenix
,,80,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_guest,cpu,cpu7,phoenix
,,80,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,usage_guest,cpu,cpu7,phoenix
,,80,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_guest,cpu,cpu7,phoenix
,,80,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_guest,cpu,cpu7,phoenix
,,80,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_guest,cpu,cpu7,phoenix
,,80,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_guest,cpu,cpu7,phoenix
,,81,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_guest_nice,cpu,cpu7,phoenix
,,81,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,usage_guest_nice,cpu,cpu7,phoenix
,,81,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_guest_nice,cpu,cpu7,phoenix
,,81,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_guest_nice,cpu,cpu7,phoenix
,,81,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_guest_nice,cpu,cpu7,phoenix
,,81,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_guest_nice,cpu,cpu7,phoenix
,,82,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,89.399999999996,usage_idle,cpu,cpu7,phoenix
,,82,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,88.19999999999709,usage_idle,cpu,cpu7,phoenix
,,82,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,89.33601609659235,usage_idle,cpu,cpu7,phoenix
,,82,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,83.01314459048544,usage_idle,cpu,cpu7,phoenix
,,82,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,78.93145161290191,usage_idle,cpu,cpu7,phoenix
,,82,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,94.87437185929467,usage_idle,cpu,cpu7,phoenix
,,83,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0.09999999999999787,usage_iowait,cpu,cpu7,phoenix
,,83,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0.10000000000001563,usage_iowait,cpu,cpu7,phoenix
,,83,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0.1006036217303934,usage_iowait,cpu,cpu7,phoenix
,,83,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0.10111223458036943,usage_iowait,cpu,cpu7,phoenix
,,83,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0.302419354838701,usage_iowait,cpu,cpu7,phoenix
,,83,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_iowait,cpu,cpu7,phoenix
,,84,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_irq,cpu,cpu7,phoenix
,,84,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,usage_irq,cpu,cpu7,phoenix
,,84,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_irq,cpu,cpu7,phoenix
,,84,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_irq,cpu,cpu7,phoenix
,,84,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_irq,cpu,cpu7,phoenix
,,84,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_irq,cpu,cpu7,phoenix
,,85,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,1.0999999999999943,usage_nice,cpu,cpu7,phoenix
,,85,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,1.0000000000000142,usage_nice,cpu,cpu7,phoenix
,,85,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0.8048289738431651,usage_nice,cpu,cpu7,phoenix
,,85,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,1.8200202224466677,usage_nice,cpu,cpu7,phoenix
,,85,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,1.3104838709677582,usage_nice,cpu,cpu7,phoenix
,,85,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0.10050251256278672,usage_nice,cpu,cpu7,phoenix
,,86,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_softirq,cpu,cpu7,phoenix
,,86,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0.09999999999999787,usage_softirq,cpu,cpu7,phoenix
,,86,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_softirq,cpu,cpu7,phoenix
,,86,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_softirq,cpu,cpu7,phoenix
,,86,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_softirq,cpu,cpu7,phoenix
,,86,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_softirq,cpu,cpu7,phoenix
,,87,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,usage_steal,cpu,cpu7,phoenix
,,87,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,usage_steal,cpu,cpu7,phoenix
,,87,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,usage_steal,cpu,cpu7,phoenix
,,87,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,usage_steal,cpu,cpu7,phoenix
,,87,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,usage_steal,cpu,cpu7,phoenix
,,87,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,usage_steal,cpu,cpu7,phoenix
,,88,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,2.9000000000002046,usage_system,cpu,cpu7,phoenix
,,88,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,2.5,usage_system,cpu,cpu7,phoenix
,,88,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,3.0181086519119806,usage_system,cpu,cpu7,phoenix
,,88,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,3.0333670374106876,usage_system,cpu,cpu7,phoenix
,,88,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,4.5362903225810705,usage_system,cpu,cpu7,phoenix
,,88,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,1.206030150753155,usage_system,cpu,cpu7,phoenix
,,89,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,6.499999999998636,usage_user,cpu,cpu7,phoenix
,,89,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,8.100000000001728,usage_user,cpu,cpu7,phoenix
,,89,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,6.740442655934946,usage_user,cpu,cpu7,phoenix
,,89,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,12.03235591506477,usage_user,cpu,cpu7,phoenix
,,89,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,14.91935483870975,usage_user,cpu,cpu7,phoenix
,,89,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,3.8190954773877523,usage_user,cpu,cpu7,phoenix

#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#default,_result,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device,fstype,host,mode,path
,,90,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,40868864,free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,90,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,40868864,free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,90,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,40868864,free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,90,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,40868864,free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,90,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,40868864,free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,90,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,40868864,free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,91,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,inodes_free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,91,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,inodes_free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,91,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,inodes_free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,91,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,inodes_free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,91,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,inodes_free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,91,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,inodes_free,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,92,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,inodes_total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,92,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,inodes_total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,92,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,inodes_total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,92,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,inodes_total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,92,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,inodes_total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,92,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,inodes_total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,93,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,0,inodes_used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,93,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,0,inodes_used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,93,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,0,inodes_used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,93,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,0,inodes_used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,93,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,0,inodes_used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,93,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,0,inodes_used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,94,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,100663296,total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,94,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,100663296,total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,94,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,100663296,total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,94,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,100663296,total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,94,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,100663296,total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,94,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,100663296,total,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,95,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,59794432,used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,95,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,59794432,used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,95,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,59794432,used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,95,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,59794432,used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,95,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,59794432,used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,95,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,59794432,used,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi

#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#default,_result,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device,fstype,host,mode,path
,,96,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,59.400431315104164,used_percent,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,96,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,59.400431315104164,used_percent,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,96,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,59.400431315104164,used_percent,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,96,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:50Z,59.400431315104164,used_percent,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,96,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:00Z,59.400431315104164,used_percent,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi
,,96,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:44:10Z,59.400431315104164,used_percent,disk,nvme0n1p1,vfat,phoenix,rw,/boot/efi

#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string
#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#default,_result,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device,fstype,host,mode,path
,,97,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:20Z,46770503680,free,disk,nvme0n1p4,ext4,phoenix,rw,/
,,97,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:30Z,46761865216,free,disk,nvme0n1p4,ext4,phoenix,rw,/
,,97,2022-04-29T17:43:16.852842169Z,2022-04-29T17:44:16.852842169Z,2022-04-29T17:43:40Z,46761635840,free,disk,nvme0n1p4,ext4,phoenix,rw,/
